game_name,average_score,gb_review_count,original_release_date,id,name,Genre1,Genre2,Genre3,Genre4,Genre5,Involved_company1,Involved_company2,rating,rating_count,franchise_len,first_release_date,multiplayer
Kane & Lynch 2: Dog Days,0.5743589743589743,1911,2010-08-17,488,Kane & Lynch 2: Dog Days,5,31,0,0,0,290,291,67.75145774015373,104,1,1282003200,1
Killer7,0.6799999999999999,490,2005-06-09,3966,Killer7,5,9,31,0,0,37,845,81.97325604284364,51,1,1118275200,0
Killzone: Liberation,0.9,196,2006-10-31,1868,Killzone: Liberation,5,0,0,0,0,1843,13634,69.9506146629252,22,1,1162252800,1
Killzone: Shadow Fall,0.7333333333333333,588,2013-11-15,1937,Killzone: Shadow Fall,5,0,0,0,0,1843,5696,69.53837851922395,133,1,1384473600,1
Kingdom Hearts 3D: Dream Drop Distance,0.8,196,2012-07-31,1226,Kingdom Hearts 3D: Dream Drop Distance,12,0,0,0,0,26,93,75.20660457729912,64,1,1332979200,0
Kingdom Rush,0.9,98,2011-07-29,6005,Kingdom Rush,11,15,24,32,0,5169,2761,73.4480996588322,76,1,1324252800,0
Kingdoms of Amalur: Reckoning,0.8181818181818181,2156,2012-02-07,1059,Kingdoms of Amalur: Reckoning,12,25,0,0,0,763,579,76.47257212116233,164,1,1328572800,0
Kirby Mass Attack,0.9333333333333333,294,2011-08-04,3724,Kirby Mass Attack,8,9,25,31,0,762,70,71.87165836657024,20,1,1312416000,0
Kirby's Dream Land 2,1.0,49,1995-05-01,3718,Kirby's Dream Land 2,8,9,0,0,0,70,762,78.95884852559202,50,1,795744000,0
Kirby: Canvas Curse,0.8666666666666666,147,2005-03-24,3722,Kirby: Canvas Curse,8,9,31,0,0,762,70,71.90648411901108,41,1,1111622400,0
Klonoa: Empire of Dreams,0.8,49,2001-07-19,6492,Klonoa: Empire of Dreams,8,9,31,0,0,263,1976,74.009729977603,14,1,995500800,0
Knack,0.4333333333333333,294,2013-11-15,2957,Knack,8,31,0,0,0,400,13634,61.95089902346474,69,1,1384473600,1
Knights and Bikes,1.0,49,2019-08-27,25584,Knights and Bikes,9,31,32,0,0,85,11431,70.26076754122245,11,1,1566864000,1
Knights of Honor,1.0,49,2005-05-10,2040,Knights of Honor,11,13,15,0,0,517,951,82.83824823111763,23,1,1128124800,0
Knights of the Round,1.0,98,1991-11-27,6816,Knights of the Round,4,12,25,31,33,37,33804,78.1139152288169,29,1,691200000,1
LEGO Harry Potter: Years 1-4,0.76,245,2010-06-29,3149,LEGO Harry Potter: Years 1-4,8,9,31,0,0,23,292,75.54169617247513,166,1,1277424000,1
LEGO Marvel's Avengers,0.6,147,2016-01-26,11069,LEGO Marvel's Avengers,8,31,0,0,0,23,292,63.37132682947048,58,1,1453766400,1
LEGO Star Wars III: The Clone Wars,0.8400000000000001,245,2011-03-22,6844,LEGO Star Wars III: The Clone Wars,8,11,31,0,0,292,23,73.26307028838005,92,1,1298851200,1
Lake,0.4,98,2021-09-01,127743,Lake,12,13,31,32,0,10022,41364,69.18499452426407,40,1,1630454400,0
Landstalker: The Treasures of King Nole,0.8,49,1992-10-30,15072,Landstalker: The Treasures of King Nole,12,0,0,0,0,4803,4981,89.7279122261343,17,1,720403200,0
Lara Croft and the Guardian of Light,0.8470588235294118,1666,2010-08-18,769,Lara Croft and the Guardian of Light,5,8,9,31,0,26,552,74.68609895584082,94,1,1282089600,1
Lara Croft and the Temple of Osiris,0.6,147,2014-12-09,7325,Lara Croft and the Temple of Osiris,5,9,31,0,0,552,26,70.0402019481719,94,1,1417996800,1
Last Window: The Secret of Cape West,0.7,294,2010-01-14,22958,Last Window: The Secret of Cape West,2,9,26,31,0,2091,70,88.02018366901194,12,1,1263427200,0
Legacy of Kain: Defiance,0.7,98,2003-11-11,5901,Legacy of Kain: Defiance,25,31,0,0,0,4,552,82.32639318001443,59,1,1068508800,0
Legacy of Ys: Books I & II,0.6,49,2009-02-24,21255,Legacy of Ys: Books I & II,12,0,0,0,0,818,828,77,3,1,1235433600,0
Leisure Suit Larry: Box Office Bust,0.2,147,2009-03-31,2914,Leisure Suit Larry: Box Office Bust,2,8,10,31,0,115,16437,31.36090066808317,12,1,1238112000,0
Lemmings,0.8,49,2006-05-23,4239,Lemmings,9,0,0,0,0,885,764,75.72023753270143,143,1,666489600,0
Lemmings,0.8,49,2006-05-23,113439,Lemmings,8,0,0,0,0,17115,,58.57142857142857,5,1,1545004800,0
Lemmings,0.8,49,2006-05-23,239309,Lemmings,9,15,0,0,0,536,764,79.91190125693579,6,1,673056000,0
Let It Die,0.6,49,2016-12-03,18854,Let It Die,25,0,0,0,0,845,8965,74.30365499305479,16,1,1480723200,0
Lichdom: Battlemage,0.2,49,2014-08-26,7443,Lichdom: Battlemage,5,12,32,0,0,3085,3037,40.36076617794357,10,1,1409011200,0
Lifeline,0.4,49,,19282,Lifeline,12,15,31,32,0,9939,2245,72.18286595004709,15,1,1429488000,0
Light Crusader,0.6,98,1995-05-25,15073,Light Crusader,9,12,0,0,0,861,4981,60.13446482986883,10,1,801360000,0
Lightning Returns: Final Fantasy XIII,0.6571428571428571,343,2013-11-21,2449,Lightning Returns: Final Fantasy XIII,12,0,0,0,0,26,52915,70.18214183898817,86,1,1384992000,0
Limbo,0.8631578947368421,3724,2010-07-21,1331,Limbo,8,9,31,32,0,53,23818,81.32915225874333,1294,1,1279670400,0
Lisa,0.9333333333333333,294,2014-12-15,8492,Lisa,12,31,32,0,0,4474,,92.81536174673096,116,1,1418601600,0
Little Nemo: The Dream Master,1.0,49,,9160,Little Nemo: The Dream Master,8,31,0,0,0,33804,37,77.8981732200891,19,1,652147200,0
LittleBigPlanet 2,1.0,980,2011-01-18,2140,LittleBigPlanet 2,8,9,31,0,0,746,13634,81.93615107838583,136,1,1295308800,1
LittleBigPlanet Karting,0.45,392,2012-11-06,8186,LittleBigPlanet Karting,10,33,0,0,0,823,746,59.89251089922004,27,1,1352160000,1
LittleBigPlanet PS Vita,1.0,196,2012-09-14,95002,LittleBigPlanet PS Vita,8,0,0,0,0,13634,748,80.22520902287181,9,1,1348012800,0
Loadout,0.6,49,2014-01-31,3224,Loadout,5,32,33,0,0,223,,59.93602845242037,38,1,1391126400,1
Lock 'n' Chase,0.6,98,,22717,Lock 'n' Chase,8,33,0,0,0,37454,817,76.28245449997262,7,1,361756800,1
Loop Hero,0.9,196,2021-03-04,141533,Loop Hero,12,15,31,32,35,634,6227,75.20728334538654,92,1,1614816000,0
Lost Dimension,0.6,98,2014-08-07,19099,Lost Dimension,12,15,16,31,0,2488,2909,70,2,1,1407369600,0
Lucius,0.3,98,2012-10-26,5778,Lucius,9,31,32,0,0,2546,1117,58.22681436453473,55,1,1351209600,0
MDK,0.8,49,1997-04-30,219,MDK,5,8,0,0,0,88,91,77.70011603956371,96,1,852076800,0
MLB The Show 18,0.8,98,2018-03-27,75546,MLB The Show 18,14,0,0,0,0,2170,10100,79.94683476209562,10,1,1522108800,0
MVP Baseball 2005,1.0,196,2005-02-22,796,MVP Baseball 2005,14,0,0,0,0,1,277,89.60856345698443,16,1,1109030400,0
Madden NFL 09,0.8,588,2008-08-12,4984,Madden NFL 09,13,14,0,0,0,555,454,78.67728446429408,10,1,1218499200,0
Madden NFL 2005,0.8,98,2004-08-09,778,Madden NFL 2005,13,14,0,0,0,684,454,70.00652108876497,7,1,1092009600,0
Mafia,0.8,147,2002-08-28,39,Mafia,4,5,10,31,0,203,204,87.29551157996546,1116,1,1030579200,0
Majesty: The Fantasy Kingdom Sim,1.0,49,,781,Majesty: The Fantasy Kingdom Sim,11,13,15,0,0,201,376,79.79389516239915,28,1,953596800,0
Maniac Mansion,1.0,49,1987-10-05,192,Maniac Mansion,2,31,0,0,0,9,9,85.81051542429793,112,1,560044800,0
Mario Golf,0.8,49,1999-06-11,3401,Mario Golf,14,0,0,0,0,70,31944,70.1649842316586,47,1,929059200,1
Mario Kart 64,0.8,539,1996-12-14,2342,Mario Kart 64,10,0,0,0,0,70,421,82.25246873137226,489,1,850521600,1
Mario Kart Wii,0.7927272727272727,2695,2008-04-09,2183,Mario Kart Wii,10,0,0,0,0,70,421,80.20467577353743,485,1,1207785600,1
Mario Party 2,1.0,147,1999-12-17,2328,Mario Party 2,26,35,0,0,0,864,2334,79.36212044797941,112,1,945388800,1
Mario Party 8,0.6333333333333333,294,2007-05-29,2193,Mario Party 8,9,35,0,0,0,70,864,71.05918559940243,100,1,1180396800,1
Mario Party DS,1.0,196,2007-11-08,2335,Mario Party DS,9,15,16,31,35,864,70,76.57590100273023,66,1,1194480000,0
Mario Strikers Charged,0.8,49,2007-05-25,2255,Mario Strikers Charged,14,0,0,0,0,2935,70,75.08633759456674,63,1,1180051200,1
Mario Super Sluggers,0.7,98,2008-06-19,3987,Mario Super Sluggers,14,0,0,0,0,1976,70,70.65700232355196,31,1,1213833600,1
Mario vs. Donkey Kong,0.7,98,2024-02-16,6505,Mario vs. Donkey Kong,8,9,0,0,0,70,768,77.25068093541404,43,1,1085356800,0
Mario vs. Donkey Kong,0.7,98,2024-02-16,266674,Mario vs. Donkey Kong,8,9,0,0,0,70,768,69.41772296645935,8,1,1708041600,0
Marvel Nemesis: Rise of the Imperfects,0.2,49,2005-09-20,3992,Marvel Nemesis: Rise of the Imperfects,4,0,0,0,0,1978,182,65.95683941458672,23,1,1127174400,0
Marvel's Avengers,0.5,98,2020-09-04,26950,Marvel's Avengers,12,31,0,0,0,26,291,61.18316546873939,119,1,1599177600,1
Master of Illusion,0.8,49,2007-11-26,20770,Master of Illusion,13,0,0,0,0,70,2821,58,0,1,1163635200,0
Max Payne 2: The Fall of Max Payne,0.9090909090909092,1617,2003-10-15,19,Max Payne 2: The Fall of Max Payne,5,0,0,0,0,305,307,86.45791021711547,807,1,1066089600,0
Max Payne 3,0.8461538461538461,1911,2012-05-15,960,Max Payne 3,5,0,0,0,0,29,636,82.106613721512,905,1,1337040000,1
McPixel,0.8666666666666666,147,2012-06-25,7553,McPixel,2,9,31,32,0,3959,20904,72.76672931731946,31,1,1341792000,0
MechAssault,1.0,49,2002-11-11,5910,MechAssault,5,0,0,0,0,53,402,79.89911210047963,10,1,1037318400,1
Medal of Honor: Allied Assault,0.8,490,2002-01-20,326,Medal of Honor: Allied Assault,5,0,0,0,0,309,73,82.80104863163011,285,1,1011657600,0
Mega Man,0.72,490,1990-03-23,1714,Mega Man,8,9,31,0,0,37,33804,75.82986526924023,250,1,566697600,0
Mega Man & Bass,0.8,49,1998-04-24,1726,Mega Man & Bass,5,8,31,0,0,37,,70.25760707426024,43,1,893376000,0
Mega Man 11,0.8,294,2018-10-02,76723,Mega Man 11,5,8,31,0,0,37,,78.74029336427479,58,1,1538438400,1
Mega Man Battle Network 5: Double Team DS,1.0,49,2005-11-01,124791,Mega Man Battle Network 5: Double Team DS,12,15,0,0,0,37,,77,3,1,1121904000,0
Mega Man Zero,1.0,98,2002-04-26,1775,Mega Man Zero,5,8,31,0,0,2344,37,84.573487880714,78,1,1019779200,0
Mega Man Zero 4,0.8,98,2005-04-21,1778,Mega Man Zero 4,5,8,31,0,0,2344,37,78.06197483951449,39,1,1114041600,1
Mega Man: The Wily Wars,0.7,196,1994-10-21,1727,Mega Man: The Wily Wars,5,8,0,0,0,37,1403,70.83812624655067,11,1,782697600,0
Metal Arms: Glitch in the System,0.8,49,2003-11-18,4004,Metal Arms: Glitch in the System,5,0,0,0,0,147,24,70.16742675194425,15,1,1069113600,0
Metal Gear Solid,0.9625,1568,2000-04-27,375,Metal Gear Solid,24,31,0,0,0,312,129,90.51706266821847,1327,1,904780800,0
Metal Gear Solid,0.9625,1568,2000-04-27,5600,Metal Gear Solid,5,31,0,0,0,129,812,83.92318121201983,27,1,956534400,0
Metal Gear Solid: Snake Eater 3D,0.8666666666666666,147,2012-02-21,21073,Metal Gear Solid: Snake Eater 3D,5,31,0,0,0,170,129,97.5666974435832,16,1,1329782400,0
Metal Gear Solid: The Twin Snakes,0.7777777777777778,441,2004-03-09,4006,Metal Gear Solid: The Twin Snakes,31,0,0,0,0,129,1951,81.07400794919283,73,1,1078790400,0
Metal Slug Anthology,0.76,490,2006-12-14,5004,Metal Slug Anthology,5,33,0,0,0,1474,451,81.1822060128068,31,1,1164844800,1
Metal Storm,0.9,196,1991-02-01,48170,Metal Storm,5,8,0,0,0,1287,,60.19849022575355,6,1,667699200,0
Metal Torrent,0.4,147,2009-08-02,67703,Metal Torrent,5,33,0,0,0,70,5163,80,0,1,1251849600,0
Metro Redux,0.8333333333333334,294,2014-08-26,6880,Metro Redux,5,12,0,0,0,423,314,83.41953299283482,116,1,1408924800,1
Michael Jackson's Moonwalker,1.0,98,1990-08-24,18139,Michael Jackson's Moonwalker,8,25,0,0,0,227,12965,65.98475932412552,39,1,648777600,0
Mighty Morphin Power Rangers: The Movie,0.6,98,1995-06-15,3288,Mighty Morphin Power Rangers: The Movie,4,25,0,0,0,617,13979,66.86391226394895,20,1,804470400,1
Mighty Morphin Power Rangers: The Movie,0.6,98,1995-06-15,75980,Mighty Morphin Power Rangers: The Movie,4,25,0,0,0,229,23993,71.95142870134109,9,1,809913600,1
Mighty Morphin Power Rangers: The Movie,0.6,98,1995-06-15,75981,Mighty Morphin Power Rangers: The Movie,4,25,0,0,0,1722,617,64,1,1,807235200,0
ModNation Racers,0.8923076923076924,637,2010-05-25,4841,ModNation Racers,10,33,0,0,0,823,13634,80.23912787383162,25,1,1274227200,1
Momodora: Reverie Under the Moonlight,0.6666666666666667,294,2016-03-04,18182,Momodora: Reverie Under the Moonlight,8,12,31,32,0,9327,23125,89.77230120992076,95,1,1457049600,0
Monster Tale,1.0,98,2011-03-22,21078,Monster Tale,8,13,31,0,0,14586,2907,82,0,1,1300147200,0
Monster World IV,0.8,98,1994-04-01,18282,Monster World IV,8,12,0,0,0,1802,112,80.03860718372303,13,1,765158400,0
Moon,0.8666666666666666,147,1997-10-16,21898,Moon,5,9,31,0,0,4496,710,73,1,1,1234483200,0
Mortal Kombat 3,0.4,49,1995-04-01,1620,Mortal Kombat 3,4,0,0,0,0,327,387,74.12477863421955,182,1,797904000,1
Mortal Kombat 4,0.6,98,1997-10-15,1622,Mortal Kombat 4,4,0,0,0,0,327,425,70.09374617911102,172,1,873936000,1
Mortal Kombat Arcade Kollection,0.5333333333333333,294,2011-08-30,19832,Mortal Kombat Arcade Kollection,4,0,0,0,0,805,50,70.01139856683777,8,1,1314662400,0
Mortal Kombat Mythologies: Sub-Zero,0.4,294,1997-10-01,1610,Mortal Kombat Mythologies: Sub-Zero,4,8,25,0,0,1309,327,44.81737745300542,40,1,875664000,0
Mortal Kombat: Deadly Alliance,0.76,490,2002-11-18,1612,Mortal Kombat: Deadly Alliance,4,0,0,0,0,566,,58.76030703456473,71,1,1037404800,0
Mortal Kombat: Deception,0.8800000000000001,245,2004-10-04,1613,Mortal Kombat: Deception,4,9,0,0,0,327,,70.6303987116363,83,1,1096848000,0
Mount Your Friends,0.7,196,2013-06-06,15916,Mount Your Friends,13,14,32,0,0,9207,,69.28272038306704,25,1,1370476800,0
Mr. Robot,0.8,49,2007-01-10,13229,Mr. Robot,8,9,15,32,33,7030,,80,1,1,1168387200,0
Ms. Pac-Man,0.9333333333333333,147,1982-02-02,7452,Ms. Pac-Man,33,0,0,0,0,1436,1121,80.61409208810609,73,1,379728000,1
Muramasa: The Demon Blade,0.8,980,2009-04-09,2266,Muramasa: The Demon Blade,12,25,31,0,0,833,1060,85.52186939064003,40,1,1239235200,0
Murder House,1.0,49,2020-10-22,135763,Murder House,31,32,0,0,0,18998,,79.63851343769903,5,1,1603411200,0
My Brother Rabbit,0.6,49,2018-09-21,104522,My Brother Rabbit,2,9,31,32,0,5838,4741,74.1120860656304,12,1,1537488000,0
My Friend Pedro,0.8,98,2019-06-20,25901,My Friend Pedro,5,8,31,32,33,634,12722,75.5834529499509,144,1,1560988800,1
My Japanese Coach,0.6,49,2008-10-14,68938,My Japanese Coach,0,0,0,0,0,0,0,50,1,1,1223942400,0
Myst III: Exile,0.8,98,,797,Myst III: Exile,2,9,31,0,0,564,326,87.54900546979837,47,1,989193600,0
Mystery Dungeon: Shiren the Wanderer,1.0,49,1995-12-01,78341,Mystery Dungeon: Shiren the Wanderer,15,0,0,0,0,1093,112,77,1,1,1166054400,0
N,1.0,98,2004-03-01,8748,N,8,9,32,0,0,4679,,62.74994615588935,16,1,1078099200,0
NBA 2K12,0.7,392,2011-10-04,5057,NBA 2K12,13,14,15,0,0,694,1975,81.63187202097829,39,1,1317686400,0
NBA 2K8,1.0,49,2007-10-02,8837,NBA 2K8,13,14,0,0,0,139,694,80,2,1,1191283200,0
NBA Jam,0.7142857142857143,686,2010-10-05,5059,NBA Jam,14,0,0,0,0,454,277,71.85150016426519,9,1,1289952000,0
NBA Jam,0.7142857142857143,686,2010-10-05,8995,NBA Jam,14,0,0,0,0,566,23993,80.273311447951,65,1,738979200,1
NBA Jam,0.7142857142857143,686,2010-10-05,88923,NBA Jam,14,33,0,0,0,0,0,80,0,1,1297296000,0
NBA Live 08,0.4,49,2007-10-02,5061,NBA Live 08,13,14,0,0,0,277,454,64.9615112095215,11,1,1191283200,0
NBA Live 09,0.6,147,2008-10-07,5063,NBA Live 09,14,0,0,0,0,277,454,61.22984741757706,6,1,1223337600,0
NCAA Football 13,0.6666666666666667,147,2012-07-10,7114,NCAA Football 13,14,0,0,0,0,454,555,80,4,1,1341878400,0
NES Remix,0.8,196,2013-12-18,6401,NES Remix,8,9,10,14,31,773,2527,70.06089020444553,7,1,1387238400,0
NES Remix 2,0.8,49,2014-04-24,6402,NES Remix 2,4,7,8,10,14,2527,773,82,4,1,1398297600,1
NFL Blitz,0.6333333333333333,294,,812,NFL Blitz,14,0,0,0,0,327,,79.8705994029618,15,1,878342400,0
NHL 06,0.8,98,2005-09-06,4044,NHL 06,13,14,0,0,0,454,277,75.57313406196157,16,1,1125964800,0
NHL 08,0.8,49,2007-09-12,875,NHL 08,14,0,0,0,0,277,454,71.66256608805566,17,1,1189555200,0
NHL 2004,1.0,98,2003-09-22,816,NHL 2004,13,14,0,0,0,454,332,77.25930497137911,17,1,1064188800,0
Nagano Winter Olympics '98,0.3,98,1997-12-18,3546,Nagano Winter Olympics '98,14,0,0,0,0,129,812,51.38012508439861,6,1,882403200,1
NaissanceE,0.8,196,2014-02-13,8116,NaissanceE,8,9,31,32,0,4063,,65.4599913278839,22,1,1392249600,0
Naruto: Clash of Ninja,0.6,98,2003-04-11,4026,Naruto: Clash of Ninja,4,0,0,0,0,1947,449,66.96165823774861,16,1,1050019200,0
Naruto: Ultimate Ninja 3,1.0,49,2007-06-13,19626,Naruto: Ultimate Ninja 3,4,0,0,0,0,2438,617,73.99908336271753,48,1,1135209600,0
NecroVisioN,0.8,196,2009-05-18,10591,NecroVisioN,5,0,0,0,0,893,445,60.29192730343049,21,1,1235692800,0
Need for Speed: Hot Pursuit,0.7304347826086957,1127,2010-11-16,105,Need for Speed: Hot Pursuit,10,0,0,0,0,347,94,78.6524187606654,323,1,1289865600,1
Need for Speed: Most Wanted,0.8347826086956521,1127,2005-11-11,98,Need for Speed: Most Wanted,10,0,0,0,0,332,11,84.36159876590004,785,1,1132012800,1
Need for Speed: Most Wanted,0.8347826086956521,1127,2005-11-11,3193,Need for Speed: Most Wanted,10,31,0,0,0,1,347,73.44989897155112,346,1,1351555200,0
Need for Speed: Most Wanted,0.8347826086956521,1127,2005-11-11,210161,Need for Speed: Most Wanted,10,0,0,0,0,0,0,81.07703814510097,7,1,1135987200,0
Need for Speed: ProStreet,0.4666666666666667,294,2007-11-13,100,Need for Speed: ProStreet,10,13,14,0,0,1,332,69.45840832221893,202,1,1194912000,0
Need for Speed: Shift,0.6909090909090909,1078,2009-09-15,102,Need for Speed: Shift,10,13,0,0,0,356,1,73.51946921900381,179,1,1252972800,0
Need for Speed: The Run,0.5846153846153845,637,2011-11-15,526,Need for Speed: The Run,10,0,0,0,0,332,1,68.49845283151674,200,1,1321315200,0
Neverwinter,0.8,196,2013-06-20,1908,Neverwinter,12,31,0,0,0,916,917,62.97497556152222,59,1,1371686400,1
Neverwinter Nights 2,0.8666666666666666,147,2006-10-31,214,Neverwinter Nights 2,12,31,0,0,0,47,1475,82.74925808455386,126,1,1162252800,1
Neverwinter Nights: Hordes of the Underdark,1.0,147,2003-12-02,7900,Neverwinter Nights: Hordes of the Underdark,12,31,0,0,0,1475,130,89.54177049619005,42,1,1070323200,0
Neves,0.8,147,2007-11-06,21523,Neves,5,9,15,0,0,0,0,60,0,1,1196899200,0
New Super Mario Bros. Wii,0.8666666666666666,2646,2009-11-12,2178,New Super Mario Bros. Wii,8,31,0,0,0,70,421,82.20641464168261,268,1,1257984000,1
Nightshade,0.8,147,1985-10-01,31764,Nightshade,31,34,0,0,0,5222,2233,80,1,1,1456358400,0
Nightshade,0.8,147,1985-10-01,39119,Nightshade,31,0,0,0,0,804,310,64.0409026677286,5,1,696816000,0
Nimbus,0.6,392,2010-10-25,9561,Nimbus,8,9,10,32,0,5118,,80,2,1,1287964800,0
Ninja Five-O,1.0,49,2003-04-15,6524,Ninja Five-O,8,0,0,0,0,129,864,70.11890663895402,6,1,1050019200,0
Nioh,0.65,784,2017-02-07,12571,Nioh,12,25,0,0,0,769,858,80.41343287845832,150,1,1486425600,1
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,0.95,196,2002-09-30,820,No One Lives Forever 2: A Spy in H.A.R.M.'s Way,5,0,0,0,0,407,24,86.51397840508605,78,1,1033344000,0
No Time to Explain,0.2,49,2011-08-16,9560,No Time to Explain,5,8,31,0,0,5040,,78.37349277302033,7,1,1311120000,1
Nova-111,0.6,49,2015-08-25,12561,Nova-111,9,15,24,31,32,6557,5048,70.3367422127649,12,1,1440460800,0
Oddworld: Abe's Exoddus,1.0,98,1998-11-17,1000,Oddworld: Abe's Exoddus,8,9,31,0,0,727,205,83.10862725071448,89,1,911260800,0
Omikron: The Nomad Soul,0.6,49,1999-10-31,1982,Omikron: The Nomad Soul,4,5,9,12,31,261,4,77.56976815112108,24,1,941328000,0
One Piece: Pirate Warriors,0.7,196,2012-03-01,3161,One Piece: Pirate Warriors,4,12,25,31,0,248,1394,70.06925487527079,19,1,1330560000,0
Ori and the Will of the Wisps,0.8800000000000001,490,2020-03-11,37001,Ori and the Will of the Wisps,8,31,0,0,0,17966,5052,87.1622016129906,408,1,1583798400,0
Outward,0.8,49,2019-03-26,22778,Outward,12,32,0,0,0,6544,3037,78.55546317642688,30,1,1553558400,1
Overcooked!,1.0,49,2016-08-03,18433,Overcooked!,13,15,32,33,0,9431,16437,82.35307313570439,266,1,1470182400,1
Overlord II,0.6333333333333333,294,2009-06-23,46,Overlord II,12,15,25,31,0,331,115,77.59135654552865,55,1,1245715200,1
Overpass,0.8,49,2020-02-27,97402,Overpass,7,31,32,0,0,7218,,70,1,1,1565827200,0
Owlboy,0.7,196,2016-11-01,12597,Owlboy,8,9,31,32,0,6999,6560,79.14805119216946,113,1,1477958400,0
Pac-Man 2: The New Adventures,0.8,49,1994-04-06,11603,Pac-Man 2: The New Adventures,9,31,0,0,0,263,,69.34777184458824,19,1,765590400,0
Pac-Man Championship Edition,0.8666666666666666,147,2007-06-06,20900,Pac-Man Championship Edition,9,33,0,0,0,6330,,70.0986242335438,13,1,1181088000,0
Pac-Man and the Ghostly Adventures,0.4,98,2013-10-29,19940,Pac-Man and the Ghostly Adventures,8,31,0,0,0,2344,1315,69.97664006229317,6,1,1382659200,0
Pandora's Tower,0.8,294,2011-05-26,5090,Pandora's Tower,12,31,0,0,0,2187,866,70.24191193153376,19,1,1306368000,0
Panzer Dragoon,1.0,98,1995-05-11,1667,Panzer Dragoon,5,0,0,0,0,112,2458,70.24730892124988,21,1,794793600,0
Panzer Dragoon Orta,0.8,98,2003-01-14,1672,Panzer Dragoon Orta,5,0,0,0,0,112,874,81.74046759728395,22,1,1040256000,0
Paper Mario: Sticker Star,0.64,245,2012-11-11,3350,Paper Mario: Sticker Star,12,16,31,0,0,70,765,67.6395182977698,47,1,1352505600,0
Paper Sorcerer,0.8,98,2013-11-21,9205,Paper Sorcerer,12,31,32,0,0,6226,,50.29470432392874,9,1,1384992000,0
Patapon,0.8333333333333334,1176,2007-12-20,7812,Patapon,7,11,15,0,0,1216,400,80.04802482540278,49,1,1198108800,0
Path of Exile,0.8,294,2013-10-23,1911,Path of Exile,12,25,31,0,0,919,,82.36288131081974,343,1,1382486400,1
Payday: The Heist,0.6799999999999999,245,2011-10-18,1381,Payday: The Heist,5,0,0,0,0,905,243,70.23968629163221,119,1,1318896000,1
Peggle Nights,0.8,98,2008-09-17,14813,Peggle Nights,9,0,0,0,0,1893,,83.7666223934429,23,1,1220400000,0
Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness - Episode One,0.6900000000000001,980,2008-05-21,14979,Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness - Episode One,12,31,0,0,0,1051,7623,68,5,1,1211328000,0
Penumbra: Black Plague,0.85,196,2008-02-11,2045,Penumbra: Black Plague,9,31,32,0,0,517,36,80.08097828000393,62,1,1202774400,0
Perfect Dark,0.9,392,2000-08-28,1463,Perfect Dark,5,0,0,0,0,771,70,89.90087166042869,129,1,958953600,1
Perfect Dark,0.9,392,2000-08-28,1464,Perfect Dark,5,0,0,0,0,771,70,73,4,1,965088000,0
Perfect Dark,0.9,392,2000-08-28,1466,Perfect Dark,5,0,0,0,0,279,771,84.08707996667667,25,1,1268784000,0
Persona 4 Arena,0.9199999999999999,490,2012-08-07,5650,Persona 4 Arena,4,12,31,0,0,1218,818,71.15182846366025,42,1,1330560000,0
Persona 4 Golden,0.9857142857142858,686,2012-06-14,2985,Persona 4 Golden,12,31,34,0,0,2262,2488,95.19961031621072,419,1,1339718400,0
Persona 4 Golden,0.9857142857142858,686,2012-06-14,234702,Persona 4 Golden,12,31,34,0,0,112,818,90.32503348808207,21,1,1592006400,0
Persona 5 Royal,0.8,245,2019-10-31,114283,Persona 5 Royal,12,16,31,0,0,2488,818,96.36354959792342,379,1,1572480000,0
Persona 5 Strikers,0.8,98,2020-02-20,117731,Persona 5 Strikers,12,25,31,0,0,1394,9969,79.46553729062569,56,1,1582156800,1
Phantom Dust,0.95,196,,7341,Phantom Dust,31,35,0,0,0,1010,,80,2,1,1494892800,0
Picross DS,1.0,147,2007-07-30,10617,Picross DS,9,0,0,0,0,70,800,64.01349700764145,10,1,1169683200,0
Pikmin,0.9333333333333333,588,2001-10-26,2239,Pikmin,11,31,0,0,0,812,70,82.05100318877012,138,1,1004054400,0
Pinball,0.8,196,,82093,Pinball,30,0,0,0,0,0,0,30,0,1,,0
Pinball,0.8,196,,86428,Pinball,30,0,0,0,0,70,,69.36386822567111,19,1,444528000,0
Pinball Dreams,0.8,98,,3024,Pinball Dreams,30,0,0,0,0,1042,576,80.77193073990432,19,1,700444800,0
Pineapple Smash Crew,0.8,98,2012-02-02,16330,Pineapple Smash Crew,5,32,0,0,0,8052,,80,1,1,1328140800,0
Pinstripe,0.2,49,2018-02-13,20454,Pinstripe,8,9,31,32,0,5169,12663,72.68504991554884,31,1,1492992000,0
PixelJunk Monsters,1.0,98,2008-01-24,5444,PixelJunk Monsters,9,11,15,0,0,748,2933,52.15298436061288,8,1,1196899200,1
Pizza Express,0.4,49,2015-06-25,35121,Pizza Express,12,13,15,32,0,9147,,80,0,1,1435190400,0
Planescape: Torment,0.9,588,1999-12-12,832,Planescape: Torment,9,12,15,0,0,5,12,89.94824680069965,312,1,944956800,0
PlanetSide,0.7333333333333333,147,2003-05-20,1829,PlanetSide,5,12,0,0,0,243,28430,65.33197666826108,4,1,1053388800,0
